sentence,stanceConsolidated,stance,publishDate,title,publisherGroup,publisher,category,keywordGroups,keywords,author,morph_analysis,sentence_count,word_count,flesch_score,dependency_tree_height,named_entities,named_entities_count,noun_phrases,noun_phrases_count,adjectives,adjectives_count,quotes_count,quoted_words,quoted_words_count,diminutives,diminutives_count,superlatives,superlatives_count,conditionals,conditionals_count,translatives,translatives_count,indirects,indirects_count,punctuations_count,stopwords,stopwords_count,unique_stopwords,unique_stopwords_count,bw_count,has_against_bigram,has_support_bigram,framing_against,framing_support,ekilex_sentiment,emolex_sentiment,eki_emotion,estbert_sentiment,xlmroberta_sentiment
Parempoolsed massiimmigratsiooni vastustavad erakonnad jätkavad Euroopas võidukäiku.,3,neutral,03.12.2018 09:29,Migratsioonivastane Vox seadis eduga Andaluusias sotsialistide tuleviku Hispaanias küsimärgi alla,UuedUudised,UuedUudised,Maailm,['ränne'],['migra'],,Text(text='Parempoolsed massiimmigratsiooni vastustavad erakonnad jätkavad Euroopas võidukäiku.'),1,7.0,22.410000000000025,3.0,['Euroopas'],1.0,[],0.0,"['parempoolsed', 'vastustavad']",2.0,0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,1.0,[],0.0,[],0,0.0,0,0,0,0,neu,neu,neg,neg,pos
Siis aga nägi Türgi võimalust ja tegi viisavabadusest migratsioonikokkuleppe peamise nõudmise.,3,neutral,02.05.2016 21:11,Euroopa Komisjon soovitab ilmselt Türgi kodanikele viisavabaduse anda,EkspressGrupp,Eesti Päevaleht,,['ränne'],['migra'],,Text(text='Siis aga nägi Türgi võimalust ja tegi viisavabadusest migratsioonikokkuleppe peamise nõudmise.'),1,11.0,58.42913043478264,4.0,['Türgi'],1.0,"[['peamise', 'nõudmise']]",1.0,['peamise'],1.0,0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,1.0,"['siis', 'aga', 'ja', 'tegi']",4.0,"['ja', 'aga', 'siis', 'tegi']",4,0.0,0,0,0,0,pos,pos,neg,neg,neu
IOM-i andmetel on nende viies Bosnia keskuses praegu ligi 6000 migranti.,3,neutral,21.01.2021 18:25,Bosnia politseinikud said põgenikelaagris migrantide algatatud kähmlustes viga,UuedUudised,UuedUudised,Maailm,['ränne'],['migra'],,Text(text='IOM-i andmetel on nende viies Bosnia keskuses praegu ligi 6000 migranti.'),1,11.0,91.5334782608696,4.0,"['IOM-i', 'Bosnia']",2.0,"[['IOM-i', 'andmetel'], ['Bosnia', 'keskuses'], ['6000', 'migranti']]",3.0,[],0.0,0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,1.0,"['on', 'nende', 'praegu', 'ligi']",4.0,"['nende', 'on', 'ligi', 'praegu']",4,0.0,0,0,0,0,neu,neu,neu,neg,neu
"Politseiallikate teatel olid mitmed kinnipeetud Poola kodanikud ning vähemalt üks neist vahistati seoses rahutustega, mis puhkesid pärast eelmise nädala meeleavaldust pagulaste vastu Stockholmi Norrmalmstorgil.",3,neutral,09.02.2016 05:28,Rootsis vahistati varjupaigataotlejate vastuvõtukeskuse ründamise kavandamises kahtlustatuna 14 inimest,EkspressGrupp,Delfi,,['pagulased'],['pagula'],,"Text(text='Politseiallikate teatel olid mitmed kinnipeetud Poola kodanikud ning vähemalt üks neist vahistati seoses rahutustega, mis puhkesid pärast eelmise nädala meeleavaldust pagulaste vastu Stockholmi Norrmalmstorgil.')",1,24.0,37.64500000000002,6.0,"['Poola', 'Stockholmi Norrmalmstorgil']",2.0,"[['Politseiallikate', 'teatel'], ['Poola', 'kodanikud'], ['eelmise', 'nädala', 'meeleavaldust'], ['Stockholmi', 'Norrmalmstorgil']]",4.0,"['kinnipeetud', 'eelmise']",2.0,0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,2.0,"['olid', 'mitmed', 'ning', 'vähemalt', 'üks', 'neist', 'mis', 'pärast', 'eelmise', 'vastu']",10.0,"['ning', 'mitmed', 'olid', 'üks', 'pärast', 'mis', 'vähemalt', 'vastu', 'eelmise', 'neist']",10,0.0,0,0,0,0,neg,neg,neg,neg,neu
"EKRE portaalis ilmunud artiklis kritiseeriti kõigepealt Sorose tegevust finantsistina, tema heategevuslike fondide tegevust demokraatia edendamisel ja Sorose toetust põgenike vastuvõtmisele Euroopas.",2,against,23.04.2016 09:30,"EKRE portaal avaldas George Sorosi kohta artikli, mis kubiseb tavaliselt Venemaa propagandas kasutatavatest süüdistustest",EkspressGrupp,Delfi,,['pagulased'],['põgenik'],,"Text(text='EKRE portaalis ilmunud artiklis kritiseeriti kõigepealt Sorose tegevust finantsistina, tema heategevuslike fondide tegevust demokraatia edendamisel ja Sorose toetust põgenike vastuvõtmisele Euroopas.')",1,21.0,21.81590909090912,6.0,"['Sorose', 'Euroopas']",2.0,"[['EKRE', 'portaalis'], ['ilmunud', 'artiklis'], ['Sorose', 'tegevust'], ['heategevuslike', 'fondide', 'tegevust'], ['demokraatia', 'edendamisel'], ['Sorose', 'toetust'], ['põgenike', 'vastuvõtmisele']]",7.0,"['ilmunud', 'heategevuslike']",2.0,0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,2.0,"['kõigepealt', 'tema', 'ja']",3.0,"['tema', 'kõigepealt', 'ja']",3,0.0,0,0,0,0,pos,pos,pos,neg,neg
"Läti poliitika seda ei ole, sest Lätisse massiimmigratsiooni ei toimu.",3,neutral,23.09.2021 10:02,"Jaak Valge: „Euroopas ainult üks riik, kus riigikeeleoskus on veel madalam kui Eestis“",UuedUudised,UuedUudised,Arvamus,['ränne'],['migra'],,"Text(text='Läti poliitika seda ei ole, sest Lätisse massiimmigratsiooni ei toimu.')",1,10.0,84.52318181818181,4.0,"['Läti', 'Lätisse']",2.0,"[['Läti', 'poliitika']]",1.0,[],0.0,0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,2.0,"['seda', 'ei', 'ole', 'sest', 'ei']",5.0,"['ei', 'sest', 'seda', 'ole']",4,0.0,0,0,0,0,neu,neg,neg,neu,neg
"Näiteks Kreekale saatsime kevadel Frontexi kaudu appi nii patrullpaadid kui piirivalveeksperdid,“ tõi siseminister näite ning kinnitas, et ebaseadusliku rände suure surve alla sattunud riike on Eesti alati valmis abistama vastavalt oma võimalustele nii tehnika kui ekspertidega.”",4,supportive,18.06.2020 09:28,Helme: Eesti on valmis saatma rändesurve all riikidele tehnikat ja eksperte,EkspressGrupp,Delfi,,"['ränne', 'pagulased']","['rände', 'piirivalv']",,"Text(text='Näiteks Kreekale saatsime kevadel Frontexi kaudu appi nii patrullpaadid kui piirivalveeksperdid,“ tõi siseminister näite ning kinnitas, et ebaseadusliku rände suure surve alla sattunud riike on Eesti alati valmis abistama vastavalt oma võimalustele nii tehnika kui ekspertidega.”')",1,36.0,24.30337662337664,8.0,"['Kreekale', 'Frontexi', 'Eesti']",3.0,"[['ebaseadusliku', 'rände'], ['suure', 'surve'], ['oma', 'võimalustele']]",3.0,"['patrullpaadid', 'ebaseadusliku', 'suure']",3.0,2.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,5.0,"['kaudu', 'nii', 'kui', 'ning', 'et', 'alla', 'on', 'alati', 'oma', 'nii', 'kui']",11.0,"['ning', 'oma', 'alati', 'kaudu', 'et', 'kui', 'nii', 'alla', 'on']",9,1.0,0,0,0,1,neu,pos,neg,neg,neu
"Rootsi saabus 2015. aastal 160000 migranti ja kui neilt uuriti, paljud tahaksid tööle minna, saadi protsendiks 2",3,neutral,13.10.2019 18:22,"“Räägime asjast”: EL-is käib teisene ränne, kus migrandid valguvad liikmesriikidesse laiali",UuedUudised,UuedUudised,Maailm,['ränne'],['migra'],,"Text(text='Rootsi saabus 2015. aastal 160000 migranti ja kui neilt uuriti, paljud tahaksid tööle minna, saadi protsendiks 2')",1,17.0,95.09500000000004,5.0,['Rootsi'],1.0,"[['2015.', 'aastal'], ['160000', 'migranti']]",2.0,[],0.0,0.0,[],0.0,[],0.0,[],0.0,['tahaksid'],1.0,['protsendiks'],1.0,[],0.0,2.0,"['ja', 'kui', 'neilt', 'minna', 'saadi']",5.0,"['neilt', 'kui', 'minna', 'saadi', 'ja']",5,0.0,0,0,0,0,neu,pos,neg,neu,neu
"Tänavatele tulnud inimesed rääkisid, et saavad aru migrantide kehvast olukorrast, aga Saksamaal on 2 miljonit last, kes elavad allpool vaesuspiiri.",2,against,29.08.2018 15:00,Saksamaa keeb raevust migrantidest kurjategijate vastu,UuedUudised,UuedUudised,Maailm,['ränne'],['migra'],,"Text(text='Tänavatele tulnud inimesed rääkisid, et saavad aru migrantide kehvast olukorrast, aga Saksamaal on 2 miljonit last, kes elavad allpool vaesuspiiri.')",1,20.0,66.03863636363637,6.0,['Saksamaal'],1.0,"[['kehvast', 'olukorrast'], ['2', 'miljonit', 'last']]",2.0,['kehvast'],1.0,0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,4.0,"['tulnud', 'et', 'saavad', 'aga', 'on', 'kes', 'allpool']",7.0,"['allpool', 'aga', 'kes', 'et', 'saavad', 'on', 'tulnud']",7,0.0,0,0,0,0,neg,neg,neg,neg,neg
"Kogudused pakuvad ruume Sotsiaalministeeriumil on Raagi sõnul lähiajal kavas välja kuulutada hange, et leida koostööpartner, kelle ülesanne oleks nimelt pagulaste majutuse koordineerimine.",4,supportive,30.09.2015 21:30,Mitu valda on valmis pagulasi võtma,EkspressGrupp,Eesti Päevaleht,,['pagulased'],['pagula'],,"Text(text='Kogudused pakuvad ruume Sotsiaalministeeriumil on Raagi sõnul lähiajal kavas välja kuulutada hange, et leida koostööpartner, kelle ülesanne oleks nimelt pagulaste majutuse koordineerimine.')",1,22.0,36.72999999999999,6.0,"['Sotsiaalministeeriumil', 'Raagi']",2.0,"[['Raagi', 'sõnul'], ['lähiajal', 'kavas'], ['kelle', 'ülesanne'], ['pagulaste', 'majutuse', 'koordineerimine']]",4.0,[],0.0,0.0,[],0.0,[],0.0,[],0.0,['oleks'],1.0,[],0.0,[],0.0,3.0,"['on', 'välja', 'et', 'kelle', 'oleks']",5.0,"['et', 'kelle', 'on', 'oleks', 'välja']",5,0.0,0,0,0,0,neu,pos,pos,pos,neu
"Väga tõenäoline, et Bulgaariast edasi Lääne-Euroopasse pääsenuna saaks sellest aafriklasest ebaturvalisusele kaasaaitaja.",2,against,28.11.2020 13:40,poliitkorrektne öökimaajav filmifestival?,UuedUudised,UuedUudised,Eesti,['rahvus'],['aafrikla'],,"Text(text='Väga tõenäoline, et Bulgaariast edasi Lääne-Euroopasse pääsenuna saaks sellest aafriklasest ebaturvalisusele kaasaaitaja.')",1,12.0,34.02192307692312,5.0,"['Bulgaariast', 'Lääne-Euroopasse']",2.0,"[['aafriklasest', 'ebaturvalisusele', 'kaasaaitaja']]",1.0,"['tõenäoline', 'pääsenuna']",2.0,0.0,[],0.0,[],0.0,[],0.0,['saaks'],1.0,[],0.0,[],0.0,2.0,"['väga', 'et', 'edasi', 'saaks', 'sellest']",5.0,"['sellest', 'saaks', 'et', 'edasi', 'väga']",5,0.0,0,0,0,0,neu,pos,neg,neg,neg
Piiririigi põhimõttelised otsused - seda eriti kriitilistes situatsioonides nagu näiteks tänane rändekriis - on suuresti nende endi kujundada.,3,neutral,21.12.2015 20:21,Mati Raidma: Euroopa Liidu piirivalvest – kokku ja lahku kirjutades,EkspressGrupp,Eesti Päevaleht,,['ränne'],['rände'],,Text(text='Piiririigi põhimõttelised otsused - seda eriti kriitilistes situatsioonides nagu näiteks tänane rändekriis - on suuresti nende endi kujundada.'),1,16.0,50.45285714285716,5.0,[],0.0,"[['põhimõttelised', 'otsused'], ['kriitilistes', 'situatsioonides'], ['tänane', 'rändekriis']]",3.0,"['põhimõttelised', 'kriitilistes', 'tänane']",3.0,0.0,[],0.0,[],0.0,[],0.0,[],0.0,['näiteks'],1.0,[],0.0,3.0,"['seda', 'nagu', 'on', 'nende', 'endi']",5.0,"['seda', 'nende', 'nagu', 'on', 'endi']",5,0.0,0,0,0,0,neg,neu,pos,neu,neg
"Die Welt vahendab ühe Viini kooliõpetaja intervjuud, milles too räägib probleemidest moslemiõpilastega ja islami kasvavast mõjust Austria pealinna koolides.25-aastat Viinis õpetajana töötanud Susanne Wiesingeri sõnul on olukord paljudes koolides täiesti kontrolli alt väljunud.",2,against,12.03.2018 19:52,Moslemiõpilased on muutnud Viini koolielu elavaks põrguks,UuedUudised,UuedUudised,Maailm,['rahvus'],"['moslem', 'islam']",,"Text(text='Die Welt vahendab ühe Viini kooliõpetaja intervjuud, milles too räägib probleemidest moslemiõpilastega ja islami kasvavast mõjust Austria pealinna koolides.25-aastat Viinis õpetajana töötanud Susanne Wiesingeri sõnul on olukord paljudes koolides täiesti kontrolli alt väljunud.')",2,17.0,56.41376760563382,7.0,"['Die Welt', 'Viini', 'Austria', 'Viinis', 'Susanne Wiesingeri']",2.5,"[['Viini', 'kooliõpetaja', 'intervjuud'], ['kasvavast', 'mõjust'], ['Austria', 'pealinna', 'koolides'], ['paljudes', 'koolides']]",2.0,['kasvavast'],0.5,0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,1.5,"['ühe', 'milles', 'too', 'ja', 'on', 'täiesti', 'alt']",3.5,"['milles', 'täiesti', 'ühe', 'alt', 'on', 'too', 'ja']",7,0.5,0,0,0,0,neg,pos,neg,neg,neu
"Eestis tuleb lihtsalt ära lõpetada see riiklikul tasemel aetav poliitika: “Kallis neeger (venelane, araablane jne), kas sina tahaksid ka eestlane olla?”",1,against,19.08.2018 07:36,Eestluse lammutajad kingivad eestlase staatust meenena igale soovijale,UuedUudised,UuedUudised,Arvamus,"['rass', 'rahvus']","['([\\W ]|^)neeg', 'araabla']",,"Text(text='Eestis tuleb lihtsalt ära lõpetada see riiklikul tasemel aetav poliitika: “Kallis neeger (venelane, araablane jne), kas sina tahaksid ka eestlane olla?”')",1,21.0,71.48500000000001,6.0,['Eestis'],1.0,"[['riiklikul', 'tasemel'], ['aetav', 'poliitika'], ['Kallis', 'neeger']]",3.0,"['riiklikul', 'aetav', 'kallis']",3.0,2.0,[],0.0,[],0.0,[],0.0,['tahaksid'],1.0,[],0.0,[],0.0,8.0,"['tuleb', 'ära', 'see', 'kas', 'sina', 'ka', 'olla']",7.0,"['tuleb', 'olla', 'ära', 'kas', 'ka', 'see', 'sina']",7,0.0,0,0,0,0,neu,pos,pos,neg,neg
Viimaste kuude jooksul on väidetavalt poolsaarele ja eriti Rooma piirkonda imbunud sadu islamivõitlejaid.,3,neutral,09.04.2018 13:00,"VIDEO: Itaalia ajab aktiivselt pühasõdalaste jälgi, kuid terrorioht aina kasvab",UuedUudised,UuedUudised,Maailm,['rahvus'],['islam'],,Text(text='Viimaste kuude jooksul on väidetavalt poolsaarele ja eriti Rooma piirkonda imbunud sadu islamivõitlejaid.'),1,13.0,66.63000000000002,6.0,['Rooma'],1.0,"[['Viimaste', 'kuude'], ['Rooma', 'piirkonda'], ['sadu', 'islamivõitlejaid']]",3.0,['viimaste'],1.0,0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,1.0,"['jooksul', 'on', 'ja']",3.0,"['on', 'ja', 'jooksul']",3,0.0,0,0,0,0,neu,neu,neu,neg,neg
"Nii on Soome feministlik valitsus teatanud, et nad võtavad igal juhul, ka koroonast tingitud majanduskriisis, vastu pagulasi, ja nad ongi seda teinud – alles toodi sellesse riiki alaealisi Kreeka põgenikelaagritest.",4,supportive,15.07.2020 05:56,kas triibulised nimekirjad mistahes hinna eest või siiski juhiamet kompetentsi alusel,UuedUudised,UuedUudised,Arvamus,['pagulased'],"['pagula', 'põgenik']",,"Text(text='Nii on Soome feministlik valitsus teatanud, et nad võtavad igal juhul, ka koroonast tingitud majanduskriisis, vastu pagulasi, ja nad ongi seda teinud – alles toodi sellesse riiki alaealisi Kreeka põgenikelaagritest.')",1,29.0,46.7,9.0,"['Soome', 'Kreeka']",2.0,"[['feministlik', 'valitsus'], ['igal', 'juhul'], ['Kreeka', 'põgenikelaagritest']]",3.0,"['feministlik', 'alaealisi']",2.0,0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,6.0,"['nii', 'on', 'et', 'nad', 'igal', 'juhul', 'ka', 'vastu', 'ja', 'nad', 'seda', 'teinud', 'alles', 'sellesse']",14.0,"['seda', 'alles', 'et', 'igal', 'juhul', 'nad', 'vastu', 'ka', 'sellesse', 'nii', 'on', 'ja', 'teinud']",13,0.0,0,0,0,0,neg,neg,neg,neg,neg
"Mitte kohalikud ei pea integreeruma immigrantidega, vaid immigrandid kohalikega!",3,neutral,06.11.2015 09:19,Malle Pärn: Rahvas ei ela poliitkorrektses udus,UuedUudised,UuedUudised,Arvamus,['ränne'],['migra'],,"Text(text='Mitte kohalikud ei pea integreeruma immigrantidega, vaid immigrandid kohalikega!')",1,9.0,63.86500000000004,3.0,[],0.0,[],0.0,"['kohalikud', 'kohalikega']",2.0,0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,2.0,"['mitte', 'ei', 'pea', 'vaid']",4.0,"['vaid', 'pea', 'ei', 'mitte']",4,0.0,0,0,0,0,neu,neg,neg,neg,neu
"Migrandid välja!”Välismaalased moodustavad Chemnitzi elanikkonnast 7,6 protsenti ja pagulaste osakaal oli 2018. aasta algul 2,41 protsenti.”",2,against,29.08.2018 15:00,Saksamaa keeb raevust migrantidest kurjategijate vastu,UuedUudised,UuedUudised,Maailm,"['ränne', 'pagulased', 'välistööjõud']","['migra', 'pagula', 'välismaala']",,"Text(text='Migrandid välja!”Välismaalased moodustavad Chemnitzi elanikkonnast 7,6 protsenti ja pagulaste osakaal oli 2018. aasta algul 2,41 protsenti.”')",2,8.5,87.36578947368423,3.5,['Chemnitzi'],0.5,"[['Chemnitzi', 'elanikkonnast'], ['7,6', 'protsenti'], ['pagulaste', 'osakaal'], ['2018.', 'aasta'], ['2,41', 'protsenti']]",2.5,[],0.0,1.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,2.0,"['välja', 'ja', 'oli', 'algul']",2.0,"['algul', 'ja', 'välja', 'oli']",4,0.0,0,0,0,0,neu,neg,pos,neg,neu
"Minu poole sõidab jalgrattaga umbes kuueaastane lokkis peaga laps terrorist, kes tervitab mind Skåne dialektiga vastikus pagulaskeeles.",1,against,06.08.2015 21:10,Sõjatanner. Reportaa˛ Malmö mitmekultuurilisest põrgust,EkspressGrupp,Eesti Päevaleht,,['pagulased'],['pagula'],,"Text(text='Minu poole sõidab jalgrattaga umbes kuueaastane lokkis peaga laps terrorist, kes tervitab mind Skåne dialektiga vastikus pagulaskeeles.')",1,17.0,69.24500000000002,9.0,['Skåne'],1.0,"[['peaga', 'laps'], ['Skåne', 'dialektiga'], ['vastikus', 'pagulaskeeles']]",3.0,"['kuueaastane', 'vastikus']",2.0,0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,2.0,"['minu', 'poole', 'umbes', 'kes', 'mind']",5.0,"['mind', 'umbes', 'minu', 'kes', 'poole']",5,0.0,0,0,0,0,neu,neg,neg,neg,neg
"Migrandid topitakse kahtlastele alustele, nad riskivad oma eluga, kuid nad teevad seda teadmisega, et lõpuks aitavad piirivalvurid ja aktivistid nad ikka Itaaliasse.",3,neutral,18.04.2017 09:51,DIE WELT: 2015. aasta migratsioonikriis ähvardab korduda,UuedUudised,UuedUudised,Maailm,"['ränne', 'pagulased']","['migra', 'piirivalv']",,"Text(text='Migrandid topitakse kahtlastele alustele, nad riskivad oma eluga, kuid nad teevad seda teadmisega, et lõpuks aitavad piirivalvurid ja aktivistid nad ikka Itaaliasse.')",1,22.0,55.89000000000003,8.0,['Itaaliasse'],1.0,"[['kahtlastele', 'alustele'], ['oma', 'eluga']]",2.0,['kahtlastele'],1.0,0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,4.0,"['nad', 'oma', 'kuid', 'nad', 'teevad', 'seda', 'et', 'ja', 'nad', 'ikka']",10.0,"['seda', 'oma', 'ikka', 'teevad', 'et', 'nad', 'ja', 'kuid']",8,0.0,0,0,0,0,neu,pos,pos,neg,neg
Liibüa ranniku lähistel põhja läinud kalalaev vedas illegaalseid immigrante.,3,neutral,19.04.2015 08:15,Vahemerel läks põhja alus 700 inimesega pardal,EkspressGrupp,Delfi,,"['ränne', 'pagulased']","['migra', 'illegaal']",,Text(text='Liibüa ranniku lähistel põhja läinud kalalaev vedas illegaalseid immigrante.'),1,9.0,76.2342105263158,5.0,[],0.0,"[['Liibüa', 'ranniku'], ['illegaalseid', 'immigrante']]",2.0,['illegaalseid'],1.0,0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,1.0,['läinud'],1.0,['läinud'],1,0.0,0,0,0,0,neu,neg,neu,neg,neg
Keller peab pagulaste jaotamise juures peamiseks probleemiks solidaarsuse puudumist liikmesriikide vahel.,3,neutral,20.06.2017 10:28,Indrek Tarandi europarlamendi fraktsiooni kaasesimees saadaks terve Süüria küla üheskoos Lätti,EkspressGrupp,Delfi,,['pagulased'],['pagula'],,Text(text='Keller peab pagulaste jaotamise juures peamiseks probleemiks solidaarsuse puudumist liikmesriikide vahel.'),1,11.0,58.42913043478264,4.0,['Keller'],1.0,"[['pagulaste', 'jaotamise'], ['peamiseks', 'probleemiks'], ['solidaarsuse', 'puudumist']]",3.0,['peamiseks'],1.0,0.0,[],0.0,[],0.0,[],0.0,[],0.0,"['peamiseks', 'probleemiks']",2.0,[],0.0,1.0,"['peab', 'juures', 'vahel']",3.0,"['peab', 'vahel', 'juures']",3,0.0,0,0,0,0,neg,neg,neg,neg,neg
"Töö tegemist pole veel kunagi nimetatud terminiga “sotsiaalse turvalisuse tagamine.” Isegi kui see tähendab tööl käimist ja maksude maksmist, siis ikkagi kaupleb riik kahjudega – migrandi palgast makstud maksud riigile on väiksem summa kui need rahad, mis toetustena riigist välja ja tema pere liikmetele lähevad.",2,against,09.12.2020 06:00,Euroopa Kohtu otsus migrantide kodumaale jäänud perede toetamise kohta tekitab veelgi hullema rände,UuedUudised,UuedUudised,Arvamus,['ränne'],['migra'],,"Text(text='Töö tegemist pole veel kunagi nimetatud terminiga “sotsiaalse turvalisuse tagamine.” Isegi kui see tähendab tööl käimist ja maksude maksmist, siis ikkagi kaupleb riik kahjudega – migrandi palgast makstud maksud riigile on väiksem summa kui need rahad, mis toetustena riigist välja ja tema pere liikmetele lähevad.')",2,22.0,68.67934210526317,5.0,[],0.0,"[['Töö', 'tegemist'], ['nimetatud', 'terminiga'], ['sotsiaalse', 'turvalisuse', 'tagamine'], ['maksude', 'maksmist'], ['migrandi', 'palgast'], ['väiksem', 'summa'], ['need', 'rahad'], ['tema', 'pere', 'liikmetele']]",4.0,"['nimetatud', 'sotsiaalse', 'väiksem']",1.5,1.0,['sotsiaalse turvalisuse tagamine.'],0.5,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,3.5,"['pole', 'veel', 'kunagi', 'isegi', 'kui', 'see', 'ja', 'siis', 'ikkagi', 'on', 'kui', 'need', 'mis', 'välja', 'ja', 'tema', 'lähevad']",8.5,"['veel', 'tema', 'mis', 'need', 'isegi', 'ikkagi', 'kui', 'kunagi', 'siis', 'pole', 'on', 'ja', 'see', 'välja', 'lähevad']",15,0.5,0,0,0,0,pos,pos,pos,neg,neu
"Eesti Pagulasabi juhataja Eero Jansoni sõnul on Tartusse saabunud kolm peret ehk kümme inimest kvoodikava alusel, kuid põgenike koguarv on suurem, kui arvestada ka iseseisvalt saabunuid ja hiljem Vaost Tartusse kolinuid.",3,neutral,27.11.2016 18:20,Külmakraadid ja lumi Eestisse saabunud sõjapõgenikke ei heiduta,EkspressGrupp,Delfi,,['pagulased'],"['pagula', 'põgenik']",,"Text(text='Eesti Pagulasabi juhataja Eero Jansoni sõnul on Tartusse saabunud kolm peret ehk kümme inimest kvoodikava alusel, kuid põgenike koguarv on suurem, kui arvestada ka iseseisvalt saabunuid ja hiljem Vaost Tartusse kolinuid.')",1,31.0,43.244615384615415,7.0,"['Eesti Pagulasabi', 'Eero Jansoni', 'Tartusse', 'Tartusse']",4.0,"[['Eesti', 'Pagulasabi', 'juhataja'], ['kolm', 'peret'], ['kümme', 'inimest'], ['kvoodikava', 'alusel'], ['põgenike', 'koguarv'], ['Tartusse', 'kolinuid']]",6.0,"['saabunud', 'suurem']",2.0,0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,3.0,"['on', 'ehk', 'kuid', 'on', 'kui', 'ka', 'ja']",7.0,"['ka', 'ehk', 'kui', 'on', 'ja', 'kuid']",6,0.0,0,1,0,0,pos,pos,neg,neu,neu
"Sipilä sõnul on tsentristlik valitsus omal initsiatiivil valmis tõstma kvoodipagulaste arvu, kui suudetaks jõuda mitte ainult Soomet, vaid kogu Euroopa Liitu hõlmava lahenduseni, vahendab uudisteagentuur STT.",4,supportive,22.04.2017 10:19,Soome peaminister teatas valmidusest võtta vastu rohkem pagulasi,EkspressGrupp,Delfi,,['pagulased'],['pagula'],,"Text(text='Sipilä sõnul on tsentristlik valitsus omal initsiatiivil valmis tõstma kvoodipagulaste arvu, kui suudetaks jõuda mitte ainult Soomet, vaid kogu Euroopa Liitu hõlmava lahenduseni, vahendab uudisteagentuur STT.')",1,26.0,44.245000000000005,8.0,"['Sipilä', 'Soomet', 'Euroopa Liitu']",3.0,"[['Sipilä', 'sõnul'], ['tsentristlik', 'valitsus'], ['omal', 'initsiatiivil'], ['kvoodipagulaste', 'arvu'], ['Euroopa', 'Liitu'], ['hõlmava', 'lahenduseni']]",6.0,"['tsentristlik', 'omal', 'valmis', 'kogu', 'hõlmava']",5.0,0.0,[],0.0,[],0.0,[],0.0,['suudetaks'],1.0,[],0.0,[],0.0,4.0,"['on', 'omal', 'kui', 'mitte', 'ainult', 'vaid', 'kogu']",7.0,"['ainult', 'mitte', 'omal', 'kogu', 'kui', 'on', 'vaid']",7,2.0,0,0,0,0,pos,pos,neg,neg,neu
"Loodetavasti on need andmed pärit eelmise valitsuse tegemistest, sest vähemalt EKRE osalusega valitsus ei hakka kvoodipagulasi importima ja rändepakti ellu viima.",2,against,18.09.2019 11:12,Soome sisserändajate nõustaja Riho Laurisaar pillub Eesti riigi nimel õhku kahtlaseid lubadusi toetusest rändekavadele,UuedUudised,UuedUudised,Eesti,"['ränne', 'pagulased']","['rände', 'pagula']",,"Text(text='Loodetavasti on need andmed pärit eelmise valitsuse tegemistest, sest vähemalt EKRE osalusega valitsus ei hakka kvoodipagulasi importima ja rändepakti ellu viima.')",1,21.0,50.65681818181821,5.0,['EKRE'],1.0,"[['need', 'andmed'], ['eelmise', 'valitsuse', 'tegemistest'], ['osalusega', 'valitsus']]",3.0,['eelmise'],1.0,0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,[],0.0,2.0,"['on', 'need', 'eelmise', 'sest', 'vähemalt', 'ei', 'hakka', 'ja']",8.0,"['ei', 'need', 'vähemalt', 'on', 'sest', 'ja', 'eelmise', 'hakka']",8,0.0,0,0,0,0,neu,neg,neg,neg,neg
